epoch,train_accuracy,train_f1,train_roc_auc,val_accuracy,val_f1,val_roc_auc
1,0.36038961038961037,0.32764505119453924,0.3364817001180638,0.417910447761194,0.417910447761194,0.357397504456328
2,0.5097402597402597,0.47750865051903113,0.5419969640748861,0.6417910447761194,0.6571428571428571,0.6016042780748663
3,0.6655844155844156,0.6600660066006601,0.7323326024624726,0.7313432835820896,0.7272727272727273,0.7673796791443851
4,0.7305194805194806,0.7278688524590164,0.7852082981953111,0.7611940298507462,0.7714285714285715,0.7941176470588236
5,0.7435064935064936,0.742671009771987,0.797562826783606,0.7611940298507462,0.7714285714285715,0.8146167557932263
6,0.737012987012987,0.7395498392282959,0.8040141676505314,0.746268656716418,0.7536231884057971,0.82174688057041
7,0.737012987012987,0.7344262295081967,0.8099173553719008,0.7761194029850746,0.7761194029850746,0.8288770053475936
8,0.737012987012987,0.7344262295081967,0.8145977399224152,0.7611940298507462,0.7647058823529411,0.8333333333333334
9,0.7467532467532467,0.7467532467532467,0.8187299713273739,0.7761194029850746,0.7761194029850746,0.8377896613190732
10,0.75,0.7508090614886731,0.8234525215044696,0.7761194029850746,0.7761194029850746,0.8458110516934046
11,0.7435064935064936,0.742671009771987,0.828132906054984,0.7761194029850746,0.7761194029850746,0.8547237076648841
12,0.7435064935064936,0.742671009771987,0.8315483218080622,0.7761194029850746,0.7761194029850746,0.8556149732620321
13,0.75,0.749185667752443,0.835511890706696,0.8059701492537313,0.8059701492537313,0.8600713012477718
14,0.7532467532467533,0.7532467532467533,0.8390959689660988,0.8208955223880597,0.8235294117647058,0.8627450980392156
15,0.75,0.749185667752443,0.8416680721875528,0.8208955223880597,0.8235294117647058,0.8672014260249554
16,0.75,0.749185667752443,0.8447883285545623,0.8208955223880597,0.8235294117647058,0.8672014260249554
17,0.7564935064935064,0.7540983606557377,0.8474025974025975,0.8208955223880597,0.8235294117647058,0.8698752228163993
18,0.7532467532467533,0.75,0.8497638724911452,0.8208955223880597,0.8235294117647058,0.8734402852049911
19,0.7564935064935064,0.7540983606557377,0.8512396694214877,0.8059701492537313,0.8115942028985508,0.875222816399287
20,0.75,0.749185667752443,0.853347950750548,0.7910447761194029,0.7941176470588235,0.874331550802139
21,0.7467532467532467,0.7450980392156863,0.8549924101872153,0.7910447761194029,0.7941176470588235,0.875222816399287
22,0.7435064935064936,0.740983606557377,0.8563838758643952,0.7910447761194029,0.7941176470588235,0.8761140819964349
23,0.75,0.749185667752443,0.8576910102884129,0.7910447761194029,0.7941176470588235,0.8770053475935828
24,0.7564935064935064,0.755700325732899,0.858913813459268,0.7761194029850746,0.7761194029850746,0.8787878787878788
25,0.7597402597402597,0.7597402597402597,0.8601787822567043,0.7761194029850746,0.7761194029850746,0.8796791443850267
26,0.7564935064935064,0.755700325732899,0.8613594198009783,0.7761194029850746,0.7761194029850746,0.8796791443850267
27,0.7532467532467533,0.7516339869281046,0.8623292292123461,0.7761194029850746,0.7761194029850746,0.8796791443850267
28,0.75,0.749185667752443,0.8631725417439702,0.7761194029850746,0.7761194029850746,0.8796791443850267
29,0.75,0.749185667752443,0.8644796761679878,0.7761194029850746,0.7761194029850746,0.8814616755793226
30,0.7532467532467533,0.7516339869281046,0.8650699949401248,0.7761194029850746,0.7761194029850746,0.8814616755793226
31,0.7532467532467533,0.75,0.8659976387249114,0.7761194029850746,0.7761194029850746,0.8814616755793226
32,0.7532467532467533,0.75,0.8663349637375611,0.7761194029850746,0.7761194029850746,0.8823529411764706
33,0.7564935064935064,0.7524752475247525,0.8669674481362794,0.7761194029850746,0.7761194029850746,0.8814616755793226
34,0.7564935064935064,0.7524752475247525,0.8677685950413222,0.7761194029850746,0.7761194029850746,0.8814616755793226
35,0.7564935064935064,0.7524752475247525,0.8683589138134592,0.7761194029850746,0.7761194029850746,0.8814616755793226
36,0.7564935064935064,0.7524752475247525,0.8692865575982459,0.7761194029850746,0.7761194029850746,0.8814616755793226
37,0.7564935064935064,0.7524752475247525,0.8696660482374767,0.7761194029850746,0.7761194029850746,0.8832442067736186
38,0.7564935064935064,0.7524752475247525,0.8704671951425198,0.7761194029850746,0.7761194029850746,0.8841354723707665
39,0.7564935064935064,0.7524752475247525,0.8709310170349132,0.7761194029850746,0.7761194029850746,0.8832442067736186
40,0.7662337662337663,0.7615894039735099,0.8715635014336313,0.7761194029850746,0.7761194029850746,0.8832442067736186
41,0.762987012987013,0.759075907590759,0.8718586608196998,0.7761194029850746,0.7761194029850746,0.8832442067736186
42,0.762987012987013,0.759075907590759,0.8725754764715804,0.7761194029850746,0.7761194029850746,0.8832442067736186
43,0.7597402597402597,0.756578947368421,0.8732501264968797,0.7761194029850746,0.7761194029850746,0.8832442067736186
44,0.7597402597402597,0.756578947368421,0.8738404452690167,0.7761194029850746,0.7761194029850746,0.8832442067736186
45,0.7597402597402597,0.756578947368421,0.8745150952943161,0.7761194029850746,0.7761194029850746,0.8832442067736186
46,0.7597402597402597,0.756578947368421,0.8751475796930341,0.7761194029850746,0.7761194029850746,0.8841354723707665
47,0.7597402597402597,0.756578947368421,0.8755692359588464,0.7761194029850746,0.7761194029850746,0.8823529411764706
48,0.762987012987013,0.759075907590759,0.8759908922246584,0.7761194029850746,0.7761194029850746,0.8814616755793225
49,0.762987012987013,0.759075907590759,0.8763703828638892,0.7761194029850746,0.7761194029850746,0.8805704099821747
50,0.7597402597402597,0.756578947368421,0.8770871985157699,0.7761194029850746,0.7761194029850746,0.8805704099821747
